"MyUnknownColumn","Mat","Inns","Balls","Runs","Wkts","BBI","Ave","Econ","SR","4","5","start","end","name","country"
100,96,95,4586,3470,126,"5/34",27.53,4.53,36.3,1,2,1987,1996,"DK Morrison","NZ"
101,101,99,4540,4300,126,"6/26",34.12,5.68,36.0,7,1,2009,2019,"Rubel Hossain","BDESH"
102,125,124,6414,4739,125,"5/47",37.91,4.43,51.3,3,1,1995,2007,"Mohammad Rafique","BDESH"
103,92,90,4459,3763,124,"6/27",30.34,5.06,35.9,3,3,2008,2019,"KAJ Roach","WI"
104,143,139,6242,4813,123,"6/18",39.13,4.62,50.7,2,3,1996,2007,"Azhar Mahmood","PAK"
105,87,85,4284,3567,121,"5/10",29.47,4.99,35.4,3,1,2001,2015,"Mohammad Sami","PAK"
106,96,95,4680,3597,119,"6/46",30.22,4.61,39.3,4,3,2009,2018,"AG Cremer","ZIM"
107,84,83,4332,3127,118,"5/25",26.5,4.33,36.7,7,2,1988,1997,"IR Bishop","WI"
108,187,131,5644,4228,118,"6/41",35.83,4.49,47.8,1,2,1975,1991,"IVA Richards","WI"
109,75,73,3842,3199,117,"6/16",27.34,4.99,32.8,6,1,2015,2019,"K Rabada","SA"
110,92,88,4033,3434,117,"5/49",29.35,5.1,34.4,8,2,2003,2015,"R Rampaul","WI"
111,82,80,3769,3423,115,"4/22",29.76,5.44,32.7,3,0,2011,2019,"Dawlat Zadran","not found"
112,103,103,5712,3775,115,"4/35",32.82,3.96,49.6,1,0,1987,1997,"PAJ DeFreitas","ENG"
113,214,155,5083,3907,115,"6/20",33.97,4.61,44.2,1,1,2008,2019,"AD Mathews","SL"
114,80,78,3733,3563,115,"4/34",30.98,5.72,32.4,6,0,2007,2016,"I Sharma","INDIA"
115,89,88,4209,4011,115,"5/46",34.87,5.71,36.6,4,1,2008,2019,"Wahab Riaz","PAK"
116,188,153,5357,3966,114,"5/32",34.78,4.44,46.9,1,1,1992,2000,"WJ Cronje","SA"
117,93,90,4525,3237,114,"4/34",28.39,4.29,39.6,1,0,1980,1990,"MC Snedden","NZ"
118,121,119,6368,4000,113,"4/24",35.39,3.76,56.3,1,0,1990,1999,"GR Larsen","NZ"
119,142,113,4224,3672,113,"4/13",32.49,5.21,37.3,5,0,2006,2019,"KJ O'Brien","IRE"
120,197,151,5186,4294,111,"6/31",38.68,4.96,46.7,3,1,2001,2011,"PD Collingwood","ENG"
121,122,104,4855,3432,111,"5/28",30.91,4.24,43.7,1,1,1977,1989,"Mudassar Nazar","PAK"
122,304,161,5048,4294,111,"5/31",38.68,5.1,45.4,2,1,2000,2017,"Yuvraj Singh","INDIA"
123,76,76,3601,3216,110,"4/12",29.23,5.35,32.7,4,0,2011,2019,"Junaid Khan","PAK"
124,74,72,3466,3221,110,"6/27",29.28,5.57,31.5,6,1,2003,2010,"Naved-ul-Hasan","PAK"
125,94,92,4333,3534,110,"4/24",32.12,4.89,39.3,2,0,2000,2010,"DR Tuffey","NZ"
126,85,84,4221,3813,109,"5/48",34.98,5.42,38.7,3,1,2006,2015,"TT Bresnan","ENG"
127,134,132,5720,4321,109,"4/48",39.64,4.53,52.4,1,0,1990,2002,"GP Wickramasinghe","SL"
128,87,87,4350,3102,108,"5/13",28.72,4.27,40.2,5,1,1985,1991,"SP O'Donnell","AUS"
129,95,93,4259,3213,108,"5/26",29.75,4.52,39.4,2,1,1997,2007,"DNT Zoysa","SL"
130,85,83,3824,3478,107,"4/13",32.5,5.45,35.7,3,0,2009,2019,"RAS Lakmal","SL"
131,56,55,2813,2458,107,"6/43",22.97,5.24,26.2,3,5,2015,2019,"Mustafizur Rahman","BDESH"
132,308,156,5148,4177,106,"4/30",39.4,4.86,48.5,2,0,1984,2003,"PA de Silva","SL"
133,330,204,5880,4778,106,"4/4",45.07,4.87,55.4,3,0,1999,2016,"TM Dilshan","SL"
134,79,76,3801,2935,106,"5/45",27.68,4.63,35.8,3,1,2001,2008,"A Nel","SA"
135,92,92,4732,3096,106,"4/13",29.2,3.92,44.6,5,0,1992,1999,"PR Reiffel","AUS"
136,75,73,3558,3565,106,"4/31",33.63,6.01,33.5,4,0,2010,2018,"UT Yadav","INDIA"
137,221,156,5462,4225,104,"4/32",40.62,4.64,52.5,2,0,1992,2010,"GW Flower","ZIM"
138,73,71,3600,2893,104,"4/15",27.81,4.82,34.6,4,0,2007,2019,"WB Rankin","ENG"
139,79,76,3809,2888,104,"5/28",27.76,4.54,36.6,3,1,2000,2013,"GP Swann","ENG"
140,58,58,3009,2254,103,"5/27",21.88,4.49,29.2,5,1,2016,2019,"JJ Bumrah","INDIA"
141,63,63,3593,2145,103,"5/34",20.82,3.58,34.8,5,1,1972,1983,"DK Lillee","AUS"
142,64,64,3314,2459,103,"5/45",23.87,4.45,32.1,2,1,1990,1995,"C Pringle","NZ"
143,69,67,3550,2996,102,"5/33",29.37,5.06,34.8,4,2,2011,2017,"ST Finn","ENG"
144,213,132,4339,4274,101,"4/28",42.31,5.91,42.9,1,0,2004,2018,"E Chigumbura","ZIM"
145,85,85,4442,3079,100,"5/22",30.79,4.15,44.4,0,1,1986,1995,"WKM Benjamin","WI"
146,311,171,4561,3849,100,"5/16",38.49,5.06,45.6,1,2,1992,2007,"SC Ganguly","INDIA"
147,105,99,5175,3431,100,"4/40",34.31,3.97,51.7,3,0,1983,1996,"RA Harper","WI"
148,72,71,3489,2962,100,"5/39",29.62,5.09,34.8,1,2,2001,2010,"CK Langeveldt","SA"
149,102,99,5374,3575,100,"4/22",35.75,3.99,53.7,1,0,2002,2012,"RW Price","ZIM"
150,223,159,4850,3809,99,"4/43",38.47,4.71,48.9,1,0,1995,2007,"NJ Astle","NZ"
151,56,54,2952,2455,99,"6/25",24.79,4.98,29.8,4,1,2017,2019,"Kuldeep Yadav","INDIA"
152,59,59,2965,2364,97,"5/28",24.37,4.78,30.5,4,2,2009,2014,"CJ McKay","AUS"
153,83,80,3937,2740,97,"4/38",28.24,4.17,40.5,1,0,1987,1992,"PL Taylor","AUS"
154,115,108,4541,3415,96,"5/21",35.57,4.51,47.3,2,1,1995,2005,"N Boje","SA"
155,58,58,3033,2603,96,"5/70",27.11,5.14,31.5,5,1,2011,2019,"PJ Cummins","AUS"
156,69,67,3211,2962,96,"4/32",30.85,5.53,33.4,4,0,2013,2017,"JP Faulkner","AUS"
157,251,146,4392,3853,96,"4/6",40.13,5.26,45.7,1,0,1999,2013,"V Sehwag","INDIA"
158,95,89,4351,3173,96,"5/21",33.05,4.37,45.3,2,2,1994,2001,"PA Strang","ZIM"
159,70,70,3431,2905,95,"4/33",30.57,5.08,36.1,1,0,2013,2019,"TL Chatara","ZIM"
160,83,82,4422,2636,95,"4/27",27.74,3.57,46.5,2,0,1992,1997,"PS de Villiers","SA"
161,88,78,3341,2515,95,"5/18",26.47,4.51,35.1,3,1,1999,2007,"AJ Hall","SA"
162,65,61,2911,2738,94,"5/48",29.12,5.64,30.9,3,2,2009,2017,"WD Parnell","SA"
163,135,99,4016,3215,94,"4/41",34.2,4.8,42.7,2,0,1996,2014,"SO Tikolo","KENYA"
164,61,60,2964,2347,94,"4/22",24.96,4.75,31.5,7,0,2009,2013,"LL Tsotsobe","SA"
165,52,50,2703,2437,92,"5/30",26.48,5.4,29.3,7,2,2014,2019,"MJ Henry","NZ"
166,65,65,3540,2435,92,"6/27",26.46,4.12,38.4,4,2,2011,2016,"SP Narine","WI"
167,76,74,3767,2877,91,"5/31",31.61,4.58,41.3,2,1,1991,2007,"AC Cummins","CAN"
168,83,82,3900,3513,91,"6/52",38.6,5.4,42.8,2,1,2004,2019,"CB Mpofu","ZIM"
169,59,58,3050,2206,90,"6/29",24.51,4.33,33.8,1,1,1986,1993,"BP Patterson","WI"
170,78,75,4015,2717,89,"5/28",30.52,4.06,45.1,2,1,1974,1985,"BL Cairns","NZ"
171,87,85,4232,3327,89,"4/24",37.38,4.71,47.5,4,0,2010,2019,"GH Dockrell","IRE"
172,283,120,3505,2959,89,"5/35",33.24,5.06,39.3,1,1,1982,1999,"Saleem Malik","PAK"
173,207,134,5091,4127,89,"3/12",46.37,4.86,57.2,0,0,2000,2018,"MN Samuels","WI"
174,65,65,3371,2056,88,"5/17",23.36,3.65,38.3,1,2,1981,1991,"TM Alderman","AUS"
175,79,79,4259,2592,88,"4/26",29.45,3.65,48.3,1,0,1980,1989,"GF Lawson","AUS"
176,147,112,4060,3481,88,"4/35",39.55,5.14,46.1,1,0,1993,2003,"GJ Whittall","ZIM"
177,56,56,3123,1771,87,"5/22",20.35,3.4,35.8,2,1,1975,1983,"AME Roberts","WI"
178,70,67,3154,2603,86,"4/29",30.26,4.95,36.6,3,0,2006,2011,"MM Patel","INDIA"
179,156,125,4836,3703,85,"4/22",43.56,4.59,56.8,1,0,1990,2000,"Aamer Sohail","PAK"
180,50,49,2659,2246,85,"6/42",26.42,5.06,31.2,2,2,2016,2019,"YS Chahal","INDIA"
181,73,70,3279,2577,85,"4/16",30.31,4.71,38.5,4,0,1997,2004,"IJ Harvey","AUS"
182,71,67,3677,2418,85,"4/29",28.44,3.94,43.2,5,0,1979,1985,"RM Hogg","AUS"
183,78,76,3573,2866,85,"4/23",33.71,4.81,42.0,1,0,1982,1990,"JR Ratnayeke","SL"
184,244,120,3687,2938,85,"5/24",34.56,4.78,43.3,1,1,1988,2002,"ME Waugh","AUS"
185,101,95,4654,4089,84,"4/46",48.67,5.27,55.4,1,0,2014,2019,"MM Ali","ENG"
186,84,80,4074,2924,83,"5/51",35.22,4.3,49.0,1,1,1999,2007,"CD Collymore","WI"
187,60,60,3109,2549,83,"4/30",30.71,4.91,37.4,2,0,2010,2016,"Mohammad Irfan","PAK"
188,143,103,3880,2876,83,"4/3",34.65,4.44,46.7,2,0,1987,1999,"PV Simmons","WI"
189,53,51,2548,2381,82,"5/34",29.03,5.6,31.0,1,3,2016,2019,"Hasan Ali","PAK"
190,48,45,2336,2313,82,"5/58",28.2,5.94,28.4,6,1,2013,2016,"MJ McClenaghan","NZ"
191,52,52,2791,1833,82,"5/16",22.35,3.94,34.0,3,1,1983,1991,"CG Rackemann","AUS"
192,110,97,3848,3354,81,"5/42",41.4,5.22,47.5,0,1,2001,2013,"JEC Franklin","NZ"
193,61,60,3013,2400,81,"5/30",29.62,4.77,37.1,1,1,2009,2019,"Mohammad Amir","PAK"
194,126,119,4956,3851,81,"4/26",47.54,4.66,61.1,1,0,2004,2015,"DJG Sammy","WI"
195,64,64,3595,1968,80,"4/11",24.6,3.28,44.9,4,0,1973,1984,"RGD Willis","ENG"
196,56,55,3003,1975,79,"4/10",25.0,3.94,38.0,3,0,1991,1997,"CR Matthews","SA"
197,269,135,4710,3757,79,"4/14",47.55,4.78,59.6,1,0,1982,1999,"A Ranatunga","SL"
198,67,66,3257,2463,78,"7/20",31.57,4.53,41.7,1,2,1997,2004,"AJ Bichel","AUS"
199,62,62,3172,2299,78,"3/15",29.47,4.34,40.6,0,0,2004,2007,"IDR Bradshaw","WI"
200,79,79,3102,2350,78,"5/51",30.12,4.54,39.7,1,1,1999,2011,"PJ Ongondo","KENYA"
201,72,67,2957,2260,77,"4/29",29.35,4.58,38.4,3,0,1980,1987,"RMH Binny","INDIA"
202,62,60,2960,2430,77,"5/30",31.55,4.92,38.4,2,1,2004,2010,"Iftikhar Anjum","PAK"
203,68,67,3242,2774,77,"4/31",36.02,5.13,42.1,3,0,2007,2012,"P Kumar","INDIA"
204,54,51,2403,2102,77,"4/19",27.29,5.24,31.2,5,0,2009,2014,"R McLaren","SA"
205,61,61,3425,2346,76,"4/37",30.86,4.1,45.0,2,0,1980,1993,"JE Emburey","ENG"
206,58,57,2899,2481,76,"5/33",32.64,5.13,38.1,2,1,2002,2009,"SJ Harmison","ENG"
207,50,50,2603,1807,76,"4/25",23.77,4.16,34.2,2,0,1998,2005,"RD King","WI"
208,185,134,4090,3527,76,"3/4",46.4,5.17,53.8,0,0,2007,2019,"Mahmudullah","BDESH"
209,70,70,3575,2712,76,"5/32",35.68,4.55,47.0,1,1,1982,1993,"RJ Ratnayake","SL"
210,70,69,3390,2776,75,"4/22",37.01,4.91,45.2,3,0,1996,2008,"GB Brent","ZIM"
211,79,74,3278,2680,75,"4/12",35.73,4.9,43.7,3,0,2002,2014,"RJ Peterson","SA"
212,53,52,2476,2508,75,"6/55",33.44,6.07,33.0,2,1,2005,2011,"S Sreesanth","INDIA"
213,71,67,3242,2362,74,"4/20",31.91,4.37,43.8,1,0,2004,2015,"HMRKB Herath","SL"
214,58,57,3020,2290,74,"5/21",30.94,4.54,40.8,4,1,2012,2019,"TJ Murtagh","IRE"
215,61,61,3251,2247,74,"4/27",30.36,4.14,43.9,1,0,1986,1994,"W Watson","NZ"
216,273,87,2661,2071,73,"3/20",28.36,4.66,36.4,0,0,1979,1994,"AR Border","AUS"
217,86,81,3960,2975,73,"4/36",40.75,4.5,54.2,2,0,1992,1999,"RS Kalpage","SL"
218,67,64,3164,2137,73,"4/20",29.27,4.05,43.3,2,0,1974,1987,"S Madan Lal","INDIA"
219,78,75,3823,2916,72,"4/19",40.5,4.57,53.0,1,0,2005,2012,"J Botha","SA"
220,74,67,3108,2097,72,"5/15",29.12,4.04,43.1,0,2,1971,1983,"GS Chappell","AUS"
221,44,43,2294,1811,72,"6/52",25.15,4.73,31.8,1,3,2010,2018,"JR Hazlewood","AUS"
222,80,80,3991,2762,72,"4/28",38.36,4.15,55.4,1,0,1993,1999,"PL Symcox","SA"
223,55,55,2850,2239,71,"4/27",31.53,4.71,40.1,2,0,2002,2009,"DBL Powell","WI"
224,62,60,2949,2566,71,"5/48",36.14,5.22,41.5,3,1,2007,2014,"Sohail Tanvir","PAK"
225,131,107,4080,3300,71,"4/43",46.47,4.85,57.4,1,0,2005,2019,"SC Williams","ZIM"
226,59,59,2828,2266,70,"5/28",32.37,4.8,40.4,1,2,1987,1999,"EA Brandes","ZIM"
227,78,75,3623,2589,70,"4/32",36.98,4.28,51.7,1,0,1991,1998,"BM McMillan","SA"
228,69,67,2808,2585,70,"4/61",36.92,5.52,40.1,1,0,2006,2014,"NN Odhiambo","KENYA"
229,56,55,2290,2229,70,"4/35",31.84,5.84,32.7,5,0,2011,2019,"AD Russell","WI"
230,95,80,2912,2920,70,"5/61",41.71,6.01,41.6,1,1,2011,2019,"BA Stokes","ENG"
231,54,53,2937,1965,69,"4/19",28.47,4.01,42.5,3,0,1993,2003,"AR Caddick","ENG"
232,199,135,3513,3143,69,"4/16",45.55,5.36,50.9,1,0,2004,2019,"JP Duminy","SA"
233,69,67,3386,2509,69,"5/6",36.36,4.44,49.0,1,1,1996,2001,"SB Joshi","INDIA"
234,69,64,3079,2510,69,"5/50",36.37,4.89,44.6,0,1,2015,2019,"MJ Santner","NZ"
235,59,59,2486,2453,69,"4/21",35.55,5.92,36.0,4,0,2010,2019,"Shafiul Islam","BDESH"
236,58,57,2565,2343,69,"4/35",33.95,5.48,37.1,2,0,2005,2011,"RP Singh","INDIA"
237,136,117,3734,2985,69,"5/22",43.26,4.79,54.1,0,2,1989,2001,"RR Singh","INDIA"
238,62,62,2864,2049,68,"4/17",30.13,4.29,42.1,1,0,1986,1995,"CPH Ramanayake","SL"
239,63,60,2951,2048,68,"4/25",30.11,4.16,43.3,2,0,2006,2014,"HA Varaiya","KENYA"
240,64,62,3227,2197,67,"5/15",32.79,4.08,48.1,1,2,1996,2001,"MA Ealham","ENG"
241,36,36,1902,1719,67,"5/45",25.65,5.42,28.3,2,1,2016,2019,"LH Ferguson","NZ"
242,84,75,3157,2384,67,"5/14",35.58,4.53,47.1,0,1,2005,2010,"JR Hopes","AUS"
243,43,42,2225,1674,67,"5/45",24.98,4.51,33.2,1,2,1995,2005,"MS Kasprowicz","AUS"
244,77,75,3385,2865,67,"4/19",42.76,5.07,50.5,1,0,1998,2006,"Khaled Mahmud","BDESH"
245,65,63,2835,2336,67,"3/22",34.86,4.94,42.3,0,0,1983,1994,"C Sharma","INDIA"
246,67,63,2930,2115,66,"5/14",32.04,4.33,44.3,1,1,2006,2013,"DT Johnston","IRE"
247,53,49,2625,1942,66,"4/30",29.42,4.43,39.7,4,0,1990,1998,"CC Lewis","ENG"
248,59,57,3133,2066,66,"4/22",31.3,3.95,47.4,1,0,1983,1993,"Maninder Singh","INDIA"
249,65,65,3242,3024,65,"3/28",46.52,5.59,49.8,0,0,2004,2016,"T Panyangara","ZIM"
250,52,50,2077,1936,65,"4/22",29.78,5.59,31.9,3,0,2016,2019,"AL Phehlukwayo","SA"
251,51,50,2364,1726,65,"5/21",26.55,4.38,36.3,1,1,1994,2003,"C White","ENG"
252,48,48,2480,2363,65,"4/43",36.35,5.71,38.1,1,0,2016,2019,"A Zampa","AUS"
253,36,34,1917,1511,64,"6/48",23.6,4.72,29.9,2,2,2003,2016,"A Mishra","INDIA"
254,81,78,3416,2622,64,"4/38",40.96,4.6,53.3,1,0,1992,2002,"DJ Nash","NZ"
255,44,44,2129,1776,64,"5/33",27.75,5.0,33.2,2,1,2011,2019,"SM Sharif","SCOT"
256,59,52,1953,1510,63,"5/20",23.96,4.63,31.0,1,1,2007,2015,"AR Cusack","IRE"
257,58,56,2724,2152,63,"4/29",34.15,4.74,43.2,2,0,2002,2011,"NM Hauritz","AUS"
258,84,81,3536,2956,63,"3/24",46.92,5.01,56.1,0,0,2009,2015,"NL McCullum","NZ"
259,40,39,2153,1414,63,"5/50",22.44,3.94,34.1,2,1,2017,2019,"Mujeeb Ur Rahman","not found"
260,50,49,2699,1728,63,"4/18",27.42,3.84,42.8,2,0,1996,2001,"AD Mullally","ENG"
261,53,52,2770,2014,63,"4/46",31.96,4.36,43.9,2,0,1990,1996,"SLV Raju","INDIA"
262,61,61,3250,2203,63,"5/53",34.96,4.06,51.5,0,1,1986,1992,"BA Reid","AUS"
263,45,45,2412,1463,63,"4/27",23.22,3.63,38.2,4,0,1973,1984,"Sarfraz Nawaz","PAK"
264,39,39,1942,1482,62,"5/35",23.9,4.57,31.3,3,2,2009,2011,"DE Bollinger","AUS"
265,35,34,1688,1461,62,"4/39",23.56,5.19,27.2,2,0,2007,2011,"SW Tait","AUS"
266,56,56,2381,2171,61,"4/37",35.59,5.47,39.0,3,0,2001,2005,"DT Hondo","ZIM"
267,105,73,2726,2285,61,"5/45",37.45,5.02,44.6,3,1,2004,2015,"DR Smith","WI"
268,52,52,2657,2051,61,"4/22",33.62,4.63,43.5,1,0,2005,2010,"Syed Rasel","BDESH"
269,51,50,2585,2385,61,"4/33",39.09,5.53,42.3,2,0,2015,2019,"MA Wood","ENG"
270,49,43,1485,1502,60,"5/63",25.03,6.06,24.7,2,1,2013,2017,"CJ Anderson","NZ"
271,50,49,2138,1812,60,"6/22",30.2,5.08,35.6,0,2,2003,2009,"FH Edwards","WI"
272,54,51,2633,1975,60,"5/54",32.91,4.5,43.8,2,1,2006,2015,"RM Haq","SCOT"
273,45,44,2104,1666,60,"4/41",27.76,4.75,35.0,3,0,2010,2015,"JC Tredwell","ENG"
274,57,57,2735,2237,59,"5/32",37.91,4.9,46.3,1,2,1982,1987,"ALF de Mel","SL"
275,48,48,2627,1836,59,"3/20",31.11,4.19,44.5,0,0,1984,1989,"NA Foster","ENG"
276,65,60,2194,1968,59,"6/43",33.35,5.38,37.1,2,1,2011,2019,"Gulbadin Naib","not found"
277,38,37,1734,1330,59,"5/45",22.54,4.6,29.3,2,1,2009,2019,"Hamid Hassan","not found"
278,59,55,1772,1814,59,"5/31",30.74,6.14,30.0,2,1,2013,2019,"JDS Neesham","NZ"
279,43,41,2088,1750,59,"4/28",29.66,5.02,35.3,3,0,2017,2019,"Shadab Khan","PAK"
280,97,71,2846,2269,59,"3/21",38.45,4.78,48.2,0,0,2013,2019,"Sikandar Raza","ZIM"
281,56,56,2608,2452,59,"4/16",41.55,5.64,44.2,2,0,2002,2007,"Tapash Baisya","BDESH"
282,49,49,2362,2088,58,"4/17",36.0,5.3,40.7,2,0,2009,2019,"KM Jarvis","ZIM"
283,50,49,2059,1977,58,"6/19",34.08,5.76,35.5,2,2,1995,2003,"HK Olonga","ZIM"
284,53,53,2793,1942,58,"4/31",33.48,4.17,48.1,1,0,1987,1992,"GC Small","ENG"
285,46,46,2036,1601,57,"3/17",28.08,4.71,35.7,0,0,2007,2014,"Mudassar Bukhari","NL"
286,245,106,2585,2146,57,"5/35",37.64,4.98,45.3,1,1,2003,2015,"MJ Clarke","AUS"
287,59,54,2808,2004,57,"3/27",35.15,4.28,49.2,0,0,1984,1993,"GRJ Matthews","AUS"
288,45,44,1996,1662,57,"4/56",29.15,4.99,35.0,1,0,1997,2001,"DS Mohanty","INDIA"
289,40,40,2019,1690,57,"4/39",29.64,5.02,35.4,3,0,2004,2016,"T Mupariwa","ZIM"
290,58,56,2823,1948,56,"4/33",34.78,4.14,50.4,1,0,1993,2006,"Arshad Khan","PAK"
291,37,37,1918,1565,56,"4/43",27.94,4.89,34.2,1,0,1998,2006,"R Telemachus","SA"
292,60,56,2792,2224,55,"4/28",40.43,4.77,50.7,3,0,2010,2015,"XJ Doherty","AUS"
293,62,57,2856,2069,55,"5/57",37.61,4.34,51.9,0,1,1997,2005,"AF Giles","ENG"
294,70,67,3250,2247,55,"4/38",40.85,4.14,59.0,1,0,1982,1990,"Tauseef Ahmed","PAK"
295,33,33,1580,1327,55,"4/31",24.12,5.03,28.7,3,0,2006,2011,"RN ten Doeschate","NL"
296,50,50,2696,1942,55,"4/67",35.3,4.32,49.0,1,0,1975,1985,"JR Thomson","AUS"
297,88,70,2931,2039,54,"4/46",37.75,4.17,54.2,1,0,1979,1987,"JV Coney","NZ"
298,42,40,1996,1998,54,"4/31",37.0,6.0,36.9,2,0,2012,2019,"N Pradeep","SL"
299,54,53,2368,2195,54,"3/31",40.64,5.56,43.8,0,0,2016,2019,"HH Pandya","INDIA"
300,42,40,1885,1643,53,"5/22",31.0,5.22,35.5,2,1,2001,2007,"AR Adams","NZ"
301,39,38,1829,1477,53,"4/54",27.86,4.84,34.5,2,0,2005,2009,"SR Clark","AUS"
302,39,39,1938,1757,53,"5/28",33.15,5.43,36.5,0,1,2014,2019,"Mohammad Naveed","UAE"
303,29,28,1568,1066,53,"5/30",20.11,4.07,29.5,4,1,1977,1982,"LS Pascoe","AUS"
304,49,47,2358,1874,53,"4/13",35.35,4.76,44.4,1,0,2012,2015,"SMSM Senanayake","SL"
305,31,31,1528,1207,52,"4/35",23.21,4.73,29.3,4,0,1997,2000,"GI Allott","NZ"
306,32,32,1678,1555,52,"4/48",29.9,5.56,32.2,1,0,2013,2019,"NM Coulter-Nile","AUS"
307,38,37,1619,1323,52,"3/18",25.44,4.9,31.1,0,0,1996,2000,"KSC de Silva","SL"
308,117,62,1793,1445,52,"4/7",27.78,4.83,34.4,1,0,1996,2005,"DS Lehmann","AUS"
309,76,66,2797,2014,52,"3/25",38.73,4.32,53.7,0,0,1987,1999,"TM Moody","AUS"
310,107,74,2116,2025,52,"3/27",38.94,5.74,40.6,0,0,2007,2019,"KA Pollard","WI"
311,46,45,1971,1889,52,"4/34",36.32,5.75,37.9,2,0,2015,2019,"DJ Willey","ENG"
312,36,34,1773,1506,51,"6/29",29.52,5.09,34.7,2,2,2012,2019,"A Dananjaya","SL"
313,34,34,1640,1293,51,"5/33",25.35,4.73,32.1,3,2,1995,2004,"VC Drakes","WI"
314,27,27,1389,1360,51,"5/46",26.66,5.87,27.2,2,1,2016,2019,"BJ McCarthy","IRE"
315,54,53,2348,2063,50,"4/43",41.26,5.27,46.9,2,0,1999,2010,"AM Blignaut","ZIM"
316,110,86,2698,2525,50,"4/46",50.5,5.61,53.9,2,0,2012,2019,"GJ Maxwell","AUS"
317,58,52,2073,1899,50,"4/29",37.98,5.49,41.4,2,0,2004,2012,"JA Morkel","SA"
318,41,41,1901,1476,50,"4/15",29.52,4.65,38.0,1,0,2006,2019,"PM Seelaar","NL"
319,38,38,1676,1393,50,"5/47",27.86,4.98,33.5,0,1,2008,2010,"T Thushara","SL"
320,31,29,1301,1082,49,"6/28",22.08,4.99,26.5,1,2,2010,2019,"JH Davey","SCOT"
321,197,74,1879,1717,49,"3/20",35.04,5.48,38.3,0,0,1997,2007,"CD McMillan","NZ"
322,54,49,2384,2125,49,"4/51",43.36,5.34,48.6,2,0,2016,2019,"AR Nurse","WI"
323,43,42,2014,1691,49,"3/11",34.51,5.03,41.1,0,0,2005,2017,"JS Patel","NZ"
324,36,36,2043,1291,48,"4/23",26.89,3.79,42.5,3,0,1979,1988,"GR Dilley","ENG"
325,86,71,2619,2169,48,"4/36",45.18,4.96,54.5,1,0,1999,2011,"JK Kamande","KENYA"
326,45,43,1706,1245,48,"5/33",25.93,4.37,35.5,1,1,1995,2001,"S Lee","AUS"
327,64,50,1797,1635,48,"4/27",34.06,5.45,37.4,2,0,2006,2015,"JF Mooney","IRE"
328,42,40,1894,1756,48,"4/31",36.58,5.56,39.4,2,0,2013,2019,"CH Morris","SA"
329,42,42,2392,1412,47,"4/22",30.04,3.54,50.8,1,0,1989,1999,"ARC Fraser","ENG"
330,51,50,2198,2143,47,"3/34",45.59,5.84,46.7,0,0,2006,2013,"Shahadat Hossain","BDESH"
331,85,64,2730,1971,46,"3/12",42.84,4.33,59.3,0,0,1975,1989,"M Amarnath","INDIA"
332,58,51,1979,1620,46,"4/32",35.21,4.91,43.0,1,0,2006,2014,"PW Borren","NL"
333,39,37,1835,1286,46,"5/21",27.95,4.2,39.8,1,1,1998,2000,"N Chopra","INDIA"
334,36,35,1678,1499,46,"4/41",32.58,5.35,36.4,2,0,2009,2019,"AC Evans","SCOT"
335,45,45,2120,1729,46,"3/21",37.58,4.89,46.0,0,0,1996,2003,"NAM McLean","WI"
336,46,45,2009,1360,46,"4/35",29.56,4.06,43.6,1,0,2009,2016,"Mirwais Ashraf","not found"
337,38,36,1941,1524,46,"3/28",33.13,4.71,42.1,0,0,2005,2010,"Mohammad Asif","PAK"
338,38,38,1487,1396,46,"5/39",30.34,5.63,32.3,1,2,1997,2000,"SB O'Connor","NZ"
339,84,65,2111,1729,46,"4/31",37.58,4.91,45.8,1,0,2009,2019,"Samiullah Shinwari","not found"
340,49,48,2494,1718,46,"6/20",37.34,4.13,54.2,1,1,1995,2001,"BC Strang","ZIM"
341,38,38,2106,1249,46,"4/34",27.15,3.55,45.7,2,0,1983,1993,"MR Whitney","AUS"
342,50,49,2466,1743,45,"3/51",38.73,4.24,54.8,0,0,1996,2001,"RDB Croft","ENG"
343,44,44,2308,1876,45,"5/57",41.68,4.87,51.2,1,1,1986,1992,"GF Labrooy","SL"
344,50,46,2125,1660,45,"4/43",36.88,4.68,47.2,2,0,2008,2018,"NO Miller","WI"
345,32,31,1755,999,45,"4/8",22.2,3.41,39.0,2,0,1973,1981,"CM Old","ENG"
346,42,41,1692,1389,45,"4/26",30.86,4.92,37.6,2,0,2006,2013,"H Osinde","CAN"
347,38,35,1908,1409,45,"3/34",31.31,4.43,42.4,0,0,2014,2017,"AR Patel","INDIA"
348,75,69,3251,2261,45,"3/22",50.24,4.17,72.2,0,0,1987,1997,"DN Patel","NZ"
349,39,39,1907,1401,45,"5/36",31.13,4.4,42.3,1,1,2004,2010,"EC Rainsford","ZIM"
350,32,31,1413,1401,45,"5/28",31.13,5.94,31.4,2,1,2014,2017,"Taskin Ahmed","BDESH"
351,63,62,3085,2251,45,"3/23",50.02,4.37,68.5,0,0,1996,2000,"AR Whittall","ZIM"
352,32,32,1551,1348,44,"3/19",30.63,5.21,35.2,0,0,2008,2014,"HS Baidwan","CAN"
353,39,39,2016,1133,44,"3/10",25.75,3.37,45.8,0,0,1986,1988,"SP Davis","AUS"
354,39,37,1702,1235,44,"3/17",28.06,4.35,38.6,0,0,1998,2002,"S Elworthy","SA"
